Index,STNAME,CTYNAME,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,aggregateCases,aggregateCasesPerOneHundredThousand,meanAggregateCases,,POPESTIMATE2009,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,meanPopulation,lessHighSchoolDiploma,lessHSPercent,highSchoolDiplomaOnly,hsOnlyPercent,someCollegeOrAssociateDegree,someCollegePercent,bachelorDegreeOrHigher,bachelorPercent,aggregateEducation,"Percent of adults with less than a high school diploma, 2009-2013","Percent of adults with a high school diploma only, 2009-2013","Percent of adults completing some college or associate's degree, 2009-2013","Percent of adults with a bachelor's degree or higher, 2009-2013",Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Median_Household_Income_2009,Median_Household_Income_2010,Median_Household_Income_2011,Median_Household_Income_2012,Median_Household_Income_2013,aggregateMedianHouseInc,aggregateMedianIncPercentage
Nebraska-Otoe County,Nebraska,Otoe County,31,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15214,15766,15773,15735,15752,78240,870,0.011119632,4150,0.053041922,3264,0.041717791,2496,0.03190184,10780,8,38,30,23,8472,8107,365,4,8349,8031,318,4,46921,48980,48509,50907,52565,49576.4,0.633645194
Nebraska-Pawnee County,Nebraska,Pawnee County,31,133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2614,2771,2781,2780,2709,13655,263,0.019260344,959,0.070230685,579,0.042402051,236,0.017283047,2037,13,47,28,12,1693,1638,55,3,1669,1622,47,3,36611,34294,37006,39684,38735,37266,2.729110216
Nebraska-Perkins County,Nebraska,Perkins County,31,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2769,2986,2955,2948,2921,14579,188,0.01289526,586,0.040194801,849,0.058234447,465,0.031895192,2088,9,28,41,22,1829,1783,46,3,1861,1821,40,2,48655,45820,50293,52339,53893,50200,3.443308869
Nebraska-Phelps County,Nebraska,Phelps County,31,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9032,9185,9169,9217,9213,45816,366,0.007988476,1934,0.042212328,2667,0.058211105,1376,0.030033176,6343,6,30,42,22,5111,4960,151,3,5087,4952,135,3,46567,49532,51371,50879,53607,50391.2,1.099860311
Nebraska-Pierce County,Nebraska,Pierce County,31,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7184,7266,7195,7184,7150,35979,340,0.009449957,1934,0.053753578,1707,0.047444343,922,0.02562606,4903,7,39,35,19,4236,4097,139,3,4258,4137,121,3,45988,45521,51019,50194,50807,48705.8,1.353728564
Nebraska-Platte County,Nebraska,Platte County,31,141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,32515,32264,32402,32560,32505,162246,2393,0.014749208,6584,0.040580353,8153,0.050250854,3881,0.023920466,21011,11,31,39,18,17808,17198,610,3,17440,16921,519,3,46400,52031,51209,55607,52368,51523,0.317560988
Nebraska-Polk County,Nebraska,Polk County,31,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5079,5386,5342,5299,5275,26381,242,0.009173269,1320,0.050036011,1443,0.054698457,767,0.029073955,3772,6,35,38,20,3011,2909,102,3,2990,2895,95,3,48898,48665,51981,54850,56618,52202.4,1.978787764
Nebraska-Red Willow County,Nebraska,Red Willow County,31,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10651,11052,11003,10994,11006,54706,465,0.008499982,2669,0.048788067,2854,0.05216978,1450,0.026505319,7438,6,36,38,19,6460,6271,189,3,6347,6182,165,3,40572,40830,44250,44591,44826,43013.8,0.786272073
Nebraska-Richardson County,Nebraska,Richardson County,31,147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00001,0.2,,8125,8344,8326,8269,8125,41189,459,0.011143752,2535,0.061545558,1907,0.046298769,1137,0.027604458,6038,8,42,32,19,4405,4185,220,5,4366,4187,179,4,35508,37980,37197,39760,41679,38424.8,0.932889849
Nebraska-Rock County,Nebraska,Rock County,31,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1509,1518,1433,1385,1411,7256,87,0.011990077,398,0.054851158,389,0.053610805,206,0.028390298,1080,8,37,36,19,889,862,27,3,883,860,23,3,31273,34679,37225,40764,40870,36962.2,5.094018743
Nebraska-Saline County,Nebraska,Saline County,31,151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.00001,0.2,,13872,14236,14399,14525,14416,71448,1452,0.020322472,2960,0.041428731,3027,0.042366476,1318,0.018446982,8757,17,34,35,15,7428,7110,318,4,7303,7046,257,4,45721,43489,47635,48762,49047,46930.8,0.656852536
Nebraska-Sarpy County,Nebraska,Sarpy County,31,153,0,1,1,0,0,0,3,0,0,0,1,0,1,2,2,4,0.00004,0.8,,153504,159736,162639,165787,169331,810997,5158,0.006360073,23634,0.029141908,36210,0.044648747,36953,0.045564903,101955,5,23,36,36,89622,86384,3238,4,90144,87314,2830,3,67541,69501,65801,68118,67740,67740.2,0.083527066
Nebraska-Saunders County,Nebraska,Saunders County,31,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20057,20860,20874,20820,20929,103540,941,0.009088275,4911,0.047430945,4791,0.046271972,3442,0.033243191,14085,7,35,34,24,11215,10766,449,4,11234,10845,389,4,54870,55070,56466,59831,61174,57482.2,0.555169017
Nebraska-Scotts Bluff County,Nebraska,Scotts Bluff County,31,157,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,36865,37062,36920,36908,36848,184603,3185,0.017253241,7571,0.041012335,8973,0.048607011,4922,0.026662622,24651,13,31,36,20,19232,18422,810,4,18792,18092,700,4,37711,40088,41905,43554,43406,41332.8,0.22390102
Nebraska-Seward County,Nebraska,Seward County,31,159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,16481,16790,16739,16965,17089,84064,862,0.010254092,3321,0.039505615,3663,0.043573944,2764,0.032879711,10610,8,31,35,26,9051,8722,329,4,9053,8782,271,3,56195,55507,58898,60642,59053,58059,0.69065236
Nebraska-Sheridan County,Nebraska,Sheridan County,31,161,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.00001,0.2,,5264,5457,5393,5351,5251,26716,395,0.014785147,1205,0.045104057,1406,0.052627639,879,0.032901632,3885,10,31,36,23,2818,2719,99,4,2800,2715,85,3,29652,36228,37695,44613,38411,37319.8,1.39690822
Nebraska-Sherman County,Nebraska,Sherman County,31,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2881,3147,3147,3118,3106,15399,224,0.014546399,931,0.060458471,715,0.046431586,402,0.026105591,2272,10,41,31,18,1745,1688,57,3,1747,1689,58,3,35411,37852,40734,42043,41224,39452.8,2.562036496
Nebraska-Sioux County,Nebraska,Sioux County,31,165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.00001,0.2,,1281,1312,1326,1317,1313,6549,82,0.012520996,267,0.040769583,328,0.050083982,251,0.038326462,928,9,29,35,27,810,782,28,4,800,778,22,3,37150,40362,38646,45099,48313,41914,6.400061078
Nebraska-Stanton County,Nebraska,Stanton County,31,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6311,6129,6202,6118,6133,30893,332,0.010746771,1344,0.043505001,1670,0.054057553,721,0.02333862,4067,8,33,41,18,3704,3583,121,3,3590,3489,101,3,46852,50352,48448,54152,54263,50813.4,1.644819215
Nebraska-Thayer County,Nebraska,Thayer County,31,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5003,5219,5169,5147,5189,25727,331,0.012865861,1490,0.057915808,1396,0.054262059,625,0.024293544,3842,9,39,36,16,3074,2984,90,3,3051,2971,80,3,42895,41488,44818,45023,43938,43632.4,1.695976989
Nebraska-Thomas County,Nebraska,Thomas County,31,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,565,649,695,692,699,3300,29,0.008787879,136,0.041212121,244,0.073939394,120,0.036363636,529,5,26,46,23,456,439,17,4,428,413,15,4,35478,35901,41783,39612,43247,39204.2,11.88006061
Nebraska-Thurston County,Nebraska,Thurston County,31,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7306,6971,6913,6928,6895,35013,516,0.014737383,1271,0.036300803,1376,0.039299689,594,0.016965127,3757,14,34,37,16,3123,2877,246,8,3063,2859,204,7,36058,36343,38786,40266,38558,38002.2,1.085374004
Nebraska-Valley County,Nebraska,Valley County,31,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4108,4259,4247,4225,4193,21032,186,0.008843667,1304,0.062000761,1027,0.048830354,546,0.025960441,3063,6,43,34,18,2150,2080,70,3,2133,2070,63,3,37366,38036,40802,41737,44105,40409.2,1.921319893
Nebraska-Washington County,Nebraska,Washington County,31,177,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0.00002,0.4,,19718,20275,20267,20283,20223,100766,681,0.006758232,4614,0.045789254,4337,0.043040311,3907,0.038772999,13539,5,34,32,29,11179,10770,409,4,11240,10878,362,3,59181,65554,68406,63817,66160,64623.6,0.641323462
Nebraska-Wayne County,Nebraska,Wayne County,31,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9249,9604,9440,9489,9411,47193,314,0.006653529,1408,0.029834933,1757,0.037230098,1724,0.036530841,5203,6,27,34,33,5709,5529,180,3,5616,5457,159,3,43223,43061,46980,47240,49981,46097,0.976776217
Nebraska-Webster County,Nebraska,Webster County,31,181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,3431,3814,3766,3753,3688,18452,241,0.013060915,1024,0.055495339,967,0.052406243,464,0.025146326,2696,9,38,36,17,1753,1686,67,4,1750,1690,60,3,37189,37647,39018,40250,42305,39281.8,2.12886408
Nebraska-Wheeler County,Nebraska,Wheeler County,31,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,763,821,812,796,759,3951,29,0.007339914,243,0.061503417,222,0.056188307,105,0.02657555,599,5,41,37,18,527,510,17,3,523,508,15,3,31612,34357,38340,39980,37495,36356.8,9.201923564
Nebraska-York County,Nebraska,York County,31,185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.00001,0.2,,13837,13646,13753,13837,13883,68956,541,0.007845583,3322,0.048175648,3129,0.045376762,2323,0.033688149,9315,6,36,34,25,7531,7263,268,4,7498,7262,236,3,49009,46247,47936,50110,56687,49997.8,0.725068159
Nevada-Churchill County,Nevada,Churchill County,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24897,24796,24594,24341,24063,122691,1755,0.014304228,5594,0.045594216,6218,0.050680164,2739,0.022324376,16306,11,34,38,17,11235,10221,1014,9,10761,9961,800,7,52055,48235,50620,49463,50158,50106.2,0.408393444
Nevada-Clark County,Nevada,Clark County,32,3,3,3,1,3,1,0,1,9,3,4,1,3,3,7,3,18,0.00018,3.6,,1902834,1953106,1966586,1997659,2027868,9848053,210572,0.021382095,381742,0.038763195,426394,0.043297289,289273,0.029373623,1307981,16,29,33,22,1006724,909999,96725,10,1019653,940006,79647,8,53512,51427,48343,49583,51071,50787.2,0.00515708
Nevada-Douglas County,Nevada,Douglas County,32,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.00001,0.2,,45464,47039,47036,47016,47118,233673,2522,0.01079286,8993,0.038485405,14327,0.061312176,8943,0.038271431,34785,7,26,41,26,22795,20619,2176,10,22323,20565,1758,8,60578,57176,54640,60869,56613,57975.2,0.248103974
Nevada-Elko County,Nevada,Elko County,32,7,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,4,0.00004,0.8,,47896,48956,49375,50954,52384,249565,5169,0.020712039,8660,0.034700379,11911,0.047727045,5066,0.020299321,30806,17,28,39,16,28942,27167,1775,6,28175,26631,1544,6,62091,66210,62937,68759,71354,66270.2,0.265542845
Nevada-Esmeralda County,Nevada,Esmeralda County,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.00001,0.2,,626,776,750,763,832,3747,124,0.033093141,248,0.066186282,266,0.070990125,103,0.027488658,741,17,33,36,14,545,519,26,5,534,510,24,5,42526,40929,40536,40517,41075,41116.6,10.97320523
Nevada-Eureka County,Nevada,Eureka County,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1707,1995,1992,2003,2076,9773,131,0.013404277,423,0.043282513,362,0.037040827,300,0.030696818,1216,11,35,30,25,1096,1030,66,6,1071,1008,63,6,56815,58391,58985,62864,66592,60729.4,6.213997749
Nevada-Humboldt County,Nevada,Humboldt County,32,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0.00002,0.4,,18260,16614,16661,17074,17363,85972,1837,0.021367422,3897,0.045328712,3634,0.042269576,1352,0.01572605,10720,17,36,34,13,9385,8808,577,6,8969,8419,550,6,57309,59960,61680,63772,66290,61802.2,0.718864281
Nevada-Lander County,Nevada,Lander County,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5159,5788,5832,5907,6032,28718,691,0.024061564,1250,0.043526708,1281,0.04460617,440,0.015321401,3662,19,34,35,12,3557,3304,253,7,3360,3143,217,7,62329,70176,64392,67424,69658,66795.8,2.325921025
Nevada-Lincoln County,Nevada,Lincoln County,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4794,5365,5269,5357,5245,26030,576,0.022128313,1070,0.041106416,1134,0.043565117,541,0.020783711,3321,17,32,34,16,2052,1858,194,10,1944,1793,151,8,44387,42637,42724,43617,44366,43546.2,1.67292355
Nevada-Lyon County,Nevada,Lyon County,32,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,52641,52068,51530,51264,51557,259060,5556,0.021446769,10683,0.041237551,13322,0.05142438,5935,0.022909751,35496,16,30,38,17,22848,20011,2837,12,22760,20458,2302,10,51151,47108,44877,48035,46526,47539.4,0.183507296
Nevada-Mineral County,Nevada,Mineral County,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4662,4785,4639,4694,4614,23394,419,0.017910575,1311,0.05604001,1415,0.060485595,388,0.016585449,3533,12,37,40,11,1820,1591,229,13,1671,1485,186,11,36017,39940,39705,40308,40496,39293.2,1.679627255
Nevada-Nye County,Nevada,Nye County,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.00001,0.2,,44234,43866,43316,42914,42297,216627,5347,0.02468298,11570,0.053409778,11150,0.051470962,3936,0.01816948,32003,17,36,35,12,16560,14586,1974,12,16320,14770,1550,10,43215,41054,41150,41426,42998,41968.6,0.193736699
Nevada-Pershing County,Nevada,Pershing County,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6286,6741,6642,6767,6877,33313,1058,0.031759373,1844,0.055353766,1592,0.047789151,525,0.015759613,5019,21,37,32,10,2694,2458,236,9,2591,2402,189,7,45644,44684,46683,45192,51548,46750.2,1.403362051
Nevada-Storey County,Nevada,Storey County,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.00001,0.2,,4441,3997,3964,3939,3942,20283,196,0.009663265,1000,0.049302371,1344,0.066262387,694,0.034215846,3234,6,31,42,21,1897,1679,218,12,1890,1720,170,9,54246,57763,54582,53471,59785,55969.4,2.759424148
Nevada-Washoe County,Nevada,Washoe County,32,31,0,0,1,0,0,1,2,6,8,6,1,1,2,3,1,13,0.00013,2.6,,414820,422029,424912,429079,433731,2124571,37084,0.017454818,69623,0.03277038,98820,0.04651292,77184,0.036329217,282711,13,25,35,27,221911,201061,20850,9,222613,206059,16554,7,53036,50839,50910,49449,53565,51559.8,0.024268335
Nevada-White Pine County,Nevada,White Pine County,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9188,10046,10107,10007,10057,49405,964,0.019512195,2574,0.05209999,2407,0.048719765,954,0.019309786,6899,14,37,35,14,4952,4598,354,7,4897,4604,293,6,48063,49376,52014,50417,52588,50491.6,1.021993725
Nevada-Carson City,Nevada,Carson City,32,510,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.00001,0.2,,55176,55263,54746,54616,54080,273881,5244,0.019147002,11666,0.042595142,13856,0.050591315,7760,0.028333473,38526,14,30,36,20,25450,22818,2632,10,25068,22940,2128,9,52548,49386,50689,48227,47476,49665.2,0.181338611
New Hampshire-Belknap County,New Hampshire,Belknap County,33,1,5,9,6,6,11,2,10,6,22,20,34,42,29,47,25,172,0.00172,34.4,,61358,60108,60232,60392,60179,302269,4082,0.013504527,13279,0.043931068,14011,0.046352752,12183,0.040305159,43555,9,30,32,28,32013,30423,1590,5,31788,30474,1314,4,52987,53851,55422,55033,57568,54972.2,0.18186516
New Hampshire-Carroll County,New Hampshire,Carroll County,33,3,2,1,9,2,9,4,5,19,16,18,35,53,48,60,14,214,0.00214,42.8,,47860,47806,47733,47669,47499,238567,2918,0.012231365,11101,0.046532001,10894,0.045664321,11286,0.047307465,36199,8,31,30,31,24469,23253,1216,5,24319,23285,1034,4,49066,48236,45582,50495,50598,48795.4,0.204535414
New Hampshire-Cheshire County,New Hampshire,Cheshire County,33,5,7,0,5,7,3,6,12,13,36,34,29,61,43,72,40,239,0.00239,47.8,,77045,77011,76806,76753,76610,384225,4445,0.011568742,17699,0.046064155,13916,0.036218362,15757,0.041009825,51817,9,34,27,30,42004,40014,1990,5,41642,39929,1713,4,51256,49126,53111,54819,52246,52111.6,0.135627822
New Hampshire-Coos County,New Hampshire,Coos County,33,7,3,3,1,1,2,4,4,3,2,3,5,10,5,2,4,25,0.00025,5,,31487,32954,32451,31976,31997,160865,3559,0.022124141,9278,0.057675691,7392,0.045951574,4239,0.026351288,24468,15,38,30,17,15956,14963,993,6,15490,14588,902,6,40835,37708,37677,40162,40917,39459.8,0.24529761
New Hampshire-Grafton County,New Hampshire,Grafton County,33,9,4,5,2,10,6,5,7,14,18,19,45,40,42,78,26,224,0.00224,44.8,,86291,89101,88979,89195,89629,443195,5081,0.01146448,17542,0.039580771,15144,0.034170061,22861,0.051582261,60628,8,29,25,38,48412,46342,2070,4,48088,46361,1727,4,52081,50834,51289,52532,55131,52373.4,0.118172362
New Hampshire-Hillsborough County,New Hampshire,Hillsborough County,33,11,14,19,36,37,38,75,151,218,449,438,423,386,425,499,136,2171,0.02171,434.2,,405906,400999,401871,403081,403985,2015842,25206,0.012503956,75988,0.037695415,77472,0.038431583,96295,0.047769121,274961,9,28,28,35,228396,216226,12170,5,228666,218345,10321,5,64455,67650,66275,68150,67162,66738.4,0.03310696
New Hampshire-Merrimack County,New Hampshire,Merrimack County,33,13,8,11,13,10,16,9,28,45,104,89,109,107,126,147,92,578,0.00578,115.6,,149071,146407,146641,146932,146849,735900,8038,0.01092268,29555,0.040161707,30460,0.041391493,33997,0.046197853,102050,8,29,30,33,80963,77260,3703,5,81156,78065,3091,4,61439,60932,64482,59186,64068,62021.4,0.084279658
New Hampshire-Rockingham County,New Hampshire,Rockingham County,33,15,31,59,115,78,103,129,310,395,671,582,500,422,546,523,222,2573,0.02573,514.6,,299276,295325,296069,297981,299134,1487785,11414,0.007671807,58731,0.039475462,60859,0.040905776,77655,0.052195042,208659,5,28,29,37,175646,166063,9583,6,175766,167572,8194,5,70196,73402,75285,76285,74785,73990.6,0.049732051
New Hampshire-Strafford County,New Hampshire,Strafford County,33,17,10,21,73,35,37,31,88,180,262,191,137,156,171,212,86,867,0.00867,173.4,,123589,123190,123880,124485,124593,619737,6653,0.010735199,22928,0.036996339,24557,0.039624873,25236,0.040720499,79374,8,29,31,32,70034,66627,3407,5,70253,67442,2811,4,55415,52527,54783,53575,59290,55118,0.088937727
New Hampshire-Sullivan County,New Hampshire,Sullivan County,33,19,0,1,1,4,1,0,2,3,14,21,22,22,15,39,29,119,0.00119,23.8,,42692,43713,43413,43153,42984,215955,3118,0.014438193,11812,0.05469658,8488,0.039304485,8062,0.037331852,31480,10,38,27,26,24126,23123,1003,4,24011,23159,852,4,48042,50549,47868,57444,52114,51203.4,0.237102174
New Jersey-Atlantic County,New Jersey,Atlantic County,34,1,90,62,74,129,156,137,98,160,123,137,124,123,97,67,101,548,0.00548,109.6,,271712,274732,274794,275362,275862,1372462,29096,0.021199858,62501,0.04553933,49427,0.036013383,45015,0.032798722,186039,16,34,27,24,137310,121444,15866,12,133130,119313,13817,10,51585,51457,49983,50881,51668,51114.8,0.037243144
New Jersey-Bergen County,New Jersey,Bergen County,34,3,104,40,127,122,86,163,118,157,174,281,166,221,183,241,212,1092,0.01092,218.4,,895250,906509,912808,919010,925328,4558905,55514,0.012177047,158217,0.034705044,132558,0.029076719,293394,0.064356243,639683,9,25,21,46,479476,447447,32029,7,479448,453688,25760,5,80604,77059,79037,82001,81615,80063.2,0.017561936
New Jersey-Burlington County,New Jersey,Burlington County,34,5,22,6,20,92,132,158,109,174,278,406,246,233,260,211,196,1356,0.01356,271.2,,446108,449215,450750,451626,450838,2248537,24964,0.01110233,93713,0.041677322,83497,0.037133923,106965,0.047570932,309139,8,30,27,35,233780,215959,17821,8,232025,217354,14671,6,74481,73788,72594,74285,76868,74403.2,0.033089604
New Jersey-Camden County,New Jersey,Camden County,34,7,11,4,12,19,43,54,5,2,2,6,9,89,88,129,113,321,0.00321,64.2,,517879,513682,513668,513689,512854,2571772,44223,0.017195537,108271,0.042099766,91474,0.035568472,99967,0.038870864,343935,13,31,27,29,258678,234822,23856,9,255560,236391,19169,8,60445,56939,57261,58572,57641,58171.6,0.022619268
New Jersey-Cape May County,New Jersey,Cape May County,34,9,15,8,7,40,46,39,20,38,36,40,27,43,41,26,12,177,0.00177,35.4,,96091,97266,96603,96415,95897,482272,7713,0.01599305,25236,0.052327317,17635,0.036566502,20336,0.042167076,70920,11,36,25,29,48961,42088,6873,14,48961,43068,5893,12,49797,51585,52312,55175,56520,53077.8,0.11005781
New Jersey-Cumberland County,New Jersey,Cumberland County,34,11,32,18,17,72,62,90,71,164,98,195,97,84,88,60,60,524,0.00524,104.8,,157745,157208,157724,157917,157332,787926,24157,0.030658971,41660,0.052872986,24061,0.030537132,14999,0.019036052,104877,23,40,23,14,69154,61080,8074,12,67165,60536,6629,10,47921,49964,49465,46491,45850,47938.2,0.060840993
New Jersey-Essex County,New Jersey,Essex County,34,13,58,37,84,93,86,111,59,91,122,209,146,147,121,131,114,754,0.00754,150.8,,769644,784476,786337,786943,789565,3916965,85324,0.021783192,150128,0.038327634,116479,0.029737054,165774,0.042322053,517705,16,29,22,32,377878,341529,36349,10,375861,346237,29624,8,53712,52288,51021,51019,53358,52279.6,0.013346966
New Jersey-Gloucester County,New Jersey,Gloucester County,34,15,101,44,55,76,111,200,101,7,100,149,112,134,138,101,124,634,0.00634,126.8,,289920,288620,289437,289808,290265,1448050,17534,0.012108698,66738,0.046088188,53995,0.037288077,54715,0.037785297,192982,9,35,28,28,150614,137357,13257,9,148835,138254,10581,7,69928,70012,70618,72248,71137,70788.6,0.048885467
New Jersey-Hudson County,New Jersey,Hudson County,34,17,14,6,9,13,10,12,4,16,17,59,40,28,26,49,44,202,0.00202,40.4,,597924,635691,645113,653369,660282,3192379,81615,0.025565574,116322,0.036437403,88880,0.027841306,163123,0.05109763,449940,18,26,20,36,358912,330025,28887,8,357862,334604,23258,7,55767,53547,55133,56087,55699,55246.6,0.017305777
New Jersey-Hunterdon County,New Jersey,Hunterdon County,34,19,538,492,412,403,326,366,273,256,379,444,323,440,207,225,89,1639,0.01639,327.8,,130034,127355,126946,126319,126250,636904,5173,0.008122103,20238,0.031775589,20986,0.032950021,42080,0.066069612,88477,6,23,24,48,66253,62402,3851,6,66365,63213,3152,5,100485,97532,99216,103301,107203,101547.4,0.159439099
